id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
36922115,世园会直达整洁的蓝山南民宿,226805198,Brian,延庆县 / Yanqing,40.47019,115.86314,Private room,232,1,2,0.08,6,179,1
36927800,清幽阁豪华别墅-独立单间-独立卫浴-共享豪华客厅-高端大气,277560218,恩喆,延庆县 / Yanqing,40.4757,115.9709,Private room,588,1,0,0.0,1,341,0
36945923,Great Wall Inn Gubeikou,108405719,Gary,密云县 / Miyun,40.68648,117.18905,Private room,260,1,0,0.0,1,243,0
36947094,草莓音乐节一步之遥的吴家大院双床房,226805198,Brian,延庆县 / Yanqing,40.42361,115.97009,Private room,421,1,0,0.0,6,356,0
36948465,白龙潭 绿野小院,277752385,Xb,密云县 / Miyun,40.47015,117.07894,Entire home/apt,2500,1,3,0.12,1,25,0
36948957,怀柔/响水湖嬉水/5居北欧/独立大院子/游戏麻将/向外南也小院,117540676,向外民宿,怀柔区 / Huairou,40.41677,116.45193,Entire home/apt,5228,1,1,0.54,12,85,1
36959311,古北水镇旮旯小栈农家乐-家庭房,274130005,小栈,密云县 / Miyun,40.62243,117.26562,Private room,488,1,1,0.08,3,365,0
36968640,【营业中】十渡景区七室一厅冬敏家园二层别墅整栋近邻玻璃栈道高山漂流带小院能烧烤超惬意,271139953,十渡晓敏别墅,房山区,39.63959,115.58617,Entire home/apt,1247,1,2,0.14,4,362,1
36978955,妙峰山/潭柘寺/樱桃谷/神泉峡/灵溪风景区内卡拉OK烧烤写生麻将亲子山景房,221519137,刘,门头沟区 / Mentougou,40.01776,115.97543,Entire home/apt,698,1,1,0.04,4,63,0
36979510,通炕4人间，独立卫生间，新盖房，干净舒适，百里画廊景区内,132565015,桃子,延庆县 / Yanqing,40.69681,116.39282,Private room,377,1,1,0.08,6,364,1
36980800,"超近古北水镇民宿  4公里
价格适中 干净整洁 农家民宿 
独立卫浴 厨房wifi",240536319,小伟,密云县 / Miyun,40.62615,117.26831,Private room,358,1,1,0.08,2,63,1
36982307,Starry sky-设计师独立四合院| 慕田峪长城| 雁栖湖| 怀北滑雪场| 圣泉寺| 红螺寺,152198416,蓝兮,怀柔区 / Huairou,40.41059,116.55202,Entire home/apt,7361,1,1,0.08,1,360,0
36985515,76号休闲趴  独立拥有 私密空间  放空自我,278062647,鸣,顺义区 / Shunyi,40.15677,116.95519,Entire home/apt,2100,1,3,0.25,1,27,3
36991966,北京南站公寓D,266378882,晓峰,丰台区 / Fengtai,39.84228,116.40959,Entire home/apt,238,1,5,0.2,7,356,1
36994548,古北水镇旮旯小栈农家乐-家庭房,274130005,小栈,密云县 / Miyun,40.62221,117.26569,Private room,488,1,0,0.0,3,365,0
36994736,草莓音乐节超近的吴家大院3人房,226805198,Brian,延庆县 / Yanqing,40.42327,115.97011,Private room,437,1,0,0.0,6,365,0
36995021,草莓音乐节乐迷home party 的吴家大院,226805198,Brian,延庆县 / Yanqing,40.42404,115.97123,Private room,394,1,1,0.08,6,358,1
36999053,延庆永宁古城 龙庆峡 百里画廊 270平米独栋二层 露天烧烤 聚会 轰趴 团建,262747233,清云,延庆县 / Yanqing,40.51069,116.11135,Entire home/apt,2580,1,0,0.0,4,175,0
37002649,【花筑】怀柔|红螺寺景区内|元熙舍|特色日料|汗蒸|自驾免费停车|高端品质|团建轰趴首选|云山大床房,206645498,Frank,怀柔区 / Huairou,40.37515,116.61976,Private room,819,1,2,0.08,6,333,0
37018675,乡情农家院,271707025,功贺,房山区,39.64148,115.6225,Private room,298,1,0,0.0,1,338,0
37018735,白河湾青岭小筑民宿，周边景区有，湿地公园，影视外景拍摄基地大峡谷，白河垂钓,278338806,青岭小筑,怀柔区 / Huairou,40.65763,116.70347,Entire home/apt,4153,1,5,0.2,1,360,2
37029267,世园农家别墅「靠近世园会、八达岭长城、龙庆峡」,278421834,富华,延庆县 / Yanqing,40.40231,115.99363,Entire home/apt,8000,1,3,0.11,1,365,2
37029342,大床房，百里山水画廊景区内，硅化木公园对面，新盖房，干净舒适，有天台可以烧烤,132565015,桃子,延庆县 / Yanqing,40.69737,116.39197,Private room,270,1,1,0.61,6,361,1
37029616,独立套间包含两个卧室一个客厅，完全独立单独开门，不与其他客人共用客厅。有天台可烧烤。百里山水画廊景区,132565015,桃子,延庆县 / Yanqing,40.69667,116.39349,Entire home/apt,497,1,20,0.8,6,360,13
37030228,有家逸墅五号院，近野鸭湖湿地保护公园/世园会/玉渡山自然风景区/海泉湾温泉/康西马术庄园,189454474,辉,延庆县 / Yanqing,40.40587,115.87907,Entire home/apt,3445,1,6,0.23,10,359,1
37030958,有家逸墅六号院，近野鸭湖湿地保护公园/世园会/玉渡山自然风景区/海泉湾温泉/康西马术庄园,189454474,辉,延庆县 / Yanqing,40.40659,115.88001,Entire home/apt,3124,1,8,0.3,10,358,2
37041050,清凉谷附近，舒适的房间，安静的小院。可前往清凉谷纵情假日，亦可退守小院亲近自然，徒步爬山，怡然自得。,28028322,Chuan,密云县 / Miyun,40.65388,116.76386,Entire home/apt,1426,3,1,0.2,1,89,1
37041801,感受2021年北京草莓音乐节魅力就近住2层小楼农家院送早餐,262922946,刘欣媛,延庆县 / Yanqing,40.41169,115.94315,Entire home/apt,2106,1,2,0.08,1,363,0
37041896,水长城畔，休闲小院，大床房“小雅 · 鹿鸣”,245733404,韩,怀柔区 / Huairou,40.42608,116.33725,Private room,398,1,0,0.0,1,337,0
37046432,十渡聚祥达山景大床房（309）（近蹦极，高山漂流）,218586938,十渡聚祥达民宿,房山区,39.63346,115.60052,Private room,277,1,0,0.0,11,297,0
37047186,十渡聚祥达温馨家庭房（两个房间）（近景点）,218586938,十渡聚祥达民宿,房山区,39.63342,115.59932,Private room,632,1,0,0.0,11,297,0
37055319,十渡山景房民宿,278405055,力,房山区,39.64405,115.5942,Entire home/apt,3000,1,0,0.0,1,337,0
37056644,川路缘民宿F世园会 玉渡山 野鸭湖湿地公园。免费早餐,268663074,川路缘,延庆县 / Yanqing,40.46104,115.84099,Private room,321,1,10,0.39,8,294,5
37062441,龙庆峡，百里山水画廊——鼎泰丰精品民宿独栋别墅,269101632,小锋,延庆县 / Yanqing,40.57135,116.12364,Entire home/apt,1588,1,0,0.0,4,359,0
37063058,望山楼二号院～红旗小院,199011387,何翔,延庆县 / Yanqing,40.51919,115.93939,Entire home/apt,3009,1,1,0.07,2,361,0
37063991,北京马湾里民俗院,278769859,鹏,怀柔区 / Huairou,40.72628,116.62428,Entire home/apt,2486,1,5,0.36,1,357,3
37076402,青龙峡/雁栖湖/独立小院/可带宠物/烧烤/团建！,277811105,世杰,怀柔区 / Huairou,40.43705,116.67712,Entire home/apt,2909,1,1,0.04,2,360,0
37079173,北京 故里 民宿,278897550,故里民宿,怀柔区 / Huairou,40.64295,116.65679,Entire home/apt,4757,1,5,0.2,1,360,3
37094272,标间104独立卫生间近世园，八达岭，龙庆峡，古崖居，房车露营地，百里画廊,275004548,世园八达岭龙庆峡房车露营地香村逸栈,延庆县 / Yanqing,40.49763,116.09062,Private room,120,1,0,0.0,10,270,0
37094701,世园会、八达岭长城、龙庆峡、野生动物园、房车露营地、古崖居、百里画廊、野鸭湖香村逸栈,275004548,世园八达岭龙庆峡房车露营地香村逸栈,延庆县 / Yanqing,40.49771,116.09153,Private room,160,1,0,0.0,10,270,0
37094964,世园会、八达岭长城、龙庆峡、野生动物园、房车露营地、古崖居、百里画廊、野鸭湖香村逸栈,275004548,世园八达岭龙庆峡房车露营地香村逸栈,延庆县 / Yanqing,40.49474,116.09213,Private room,150,1,0,0.0,10,270,0
37095235,三人间加大床205独立卫生间近世园，八达岭，龙庆峡，房车露营地，野生动物园，古崖居。,275004548,世园八达岭龙庆峡房车露营地香村逸栈,延庆县 / Yanqing,40.49587,116.0905,Private room,160,1,0,0.0,10,270,0
37102954,有家逸墅七号院，近野鸭湖湿地保护公园/世园会/玉渡山自然风景区/海泉湾温泉/康西马术庄园,189454474,辉,延庆县 / Yanqing,40.40568,115.8782,Entire home/apt,3445,1,6,0.23,10,359,3
37103871,有家逸墅八号院，近野鸭湖湿地保护公园/世园会/玉渡山自然风景区/海泉湾温泉/康西马术庄园,189454474,辉,延庆县 / Yanqing,40.406,115.87941,Entire home/apt,3124,1,4,0.16,10,359,1
37108631,轰趴馆风格的民俗,279124349,美梦成真,昌平区,40.23933,116.15262,Private room,180,1,0,0.0,2,179,0
37113702,北京南站公寓E,266378882,晓峰,丰台区 / Fengtai,39.84189,116.41117,Entire home/apt,188,1,14,0.53,7,336,8
37114927,【雀跃欢】北六环边老北京风格四合院，适合禅修茶会烧烤小型聚会,143803334,Bing,昌平区,40.24905,116.36289,Entire home/apt,2049,1,3,0.14,2,175,2
37127586,北京 怀柔 响水湖 响三十九号小苑 亲子房（大）,276250473,阿杜,怀柔区 / Huairou,40.46818,116.48089,Entire home/apt,658,1,0,0.0,9,174,0
37130880,栖迟,279296255,腊梅,密云县 / Miyun,40.5737,116.97356,Private room,2960,1,3,0.12,10,360,0
37164529,四合院～龙庆峡附近3公里民俗小院～世园会冰瀑沟夏季避暑游玩烧烤聚会好住处～整租或散租都可以，欢迎咨询,267098054,真顺,延庆县 / Yanqing,40.54897,116.07711,Private room,239,1,0,0.0,1,153,0
37173361,民宿 近古北水镇 松鼠谷 可采摘 可做饭,248965278,菜菜,密云县 / Miyun,40.51464,117.10681,Private room,681,1,0,0.0,1,89,0
37174830,延庆玉渡山、龙庆峡民宿小院～趣园2号,259150451,淑珍,延庆县 / Yanqing,40.51527,115.92349,Entire home/apt,1518,1,2,0.08,2,346,1
37185402,好梦四合院_绿色娴静的雅苑新中式房(团聚、烧烤，娱乐、采摘、中西式营养早餐),191294130,维娜,怀柔区 / Huairou,40.34361,116.58525,Entire home/apt,5609,1,23,0.92,1,360,11
37191229,【北京时光小筑】古北水镇&雾灵西峰（独立房间）,255338685,李丽,密云县 / Miyun,40.6281,117.26773,Private room,271,1,0,0.0,2,365,0
37215438,北京郊区的清幽之所享受舒适宁静的慢生活（良乡南10公里）,229623426,Liu,房山区,39.65157,116.16702,Private room,200,7,0,0.0,1,364,0
37260400,廊漫时光,280521092,鹏,延庆县 / Yanqing,40.66377,116.24622,Entire home/apt,2145,1,4,0.16,1,59,0
37280694,Awesome country villa near the Mutianyu Great Wall,13604427,Iris,怀柔区 / Huairou,40.38028,116.54457,Entire home/apt,2742,1,32,1.22,9,359,13
37296912,【尚•长城】 古北水镇两室一厅山景度假别墅,280784332,尚,密云县 / Miyun,40.66137,117.26638,Entire home/apt,1104,1,2,0.08,1,87,1
37301174,北京中式度假休闲 北京周边景区 避暑胜地,248787699,晨彤,延庆县 / Yanqing,40.308701,115.931816,Entire home/apt,497,1,0,0.0,1,360,0
37301460,可米优选平谷店,270528369,椰子树,平谷区 / Pinggu,40.14154,117.12236,Private room,130,1,1,0.04,1,365,0
37306118,古北山村妙园5人独院 隐居田园 老房改造Tranquil House Micasa GUBEI,27450974,Grace,密云县 / Miyun,40.67604,117.21086,Entire home/apt,1247,1,6,0.38,6,18,4
37306592,房山黄栌花开2号院 （含下午茶晚餐早餐）,167100064,磊,房山区,39.68813,115.86257,Entire home/apt,3911,1,1,0.09,6,174,1
37307002,古北山村妙园精品民宿4人家庭套房 隐居放松近长城水镇Family Casa by GUBEI,27450974,Grace,密云县 / Miyun,40.6739,117.20439,Private room,1499,1,2,0.13,6,174,0
37320158,房山黄栌花开3号院 （含下午茶晚餐早餐）,167100064,磊,房山区,39.68813,115.86257,Entire home/apt,3911,1,0,0.0,6,174,0
37323260,房山黄栌花开5号院 （含下午茶晚餐早餐）,167100064,磊,房山区,39.68876,115.86359,Entire home/apt,5254,1,1,0.13,6,172,1
37329166,6蟒山脚下一公里、十三陵水库、乐多港、天池风景区、军都山滑雪场等玩遍昌平都方便的民宿私汤小院亲子房,281049328,钍晶晶,昌平区,40.23425,116.25758,Private room,695,1,2,0.09,11,308,0
37330341,3蟒山脚下一公里、十三陵水库、乐多港、天池风景区、军都山滑雪场等玩遍昌平都方便的民宿私汤小院大床房,281049328,钍晶晶,昌平区,40.22159,116.2322,Private room,659,1,7,0.27,11,308,2
37334794,平谷【别墅小院】桃花海/天云山/石林峡风景区可DIY烧烤，适合亲子/家庭聚会/轰趴团建,281195201,浩,平谷区 / Pinggu,40.33448,117.1204,Entire home/apt,4386,1,3,0.12,1,176,0
37337052,家庭套间，两张大床两个卧室。位于百里山水画廊，硅化木公园对面，方便舒服，自主烧烤,132565015,桃子,延庆县 / Yanqing,40.69839,116.3938,Private room,451,1,7,0.48,6,361,5
37341713,【花筑】怀柔|红螺寺景区内|元熙舍|特色日料|汗蒸|自驾免费停车|高端品质|团建轰趴首选|净元大床房,206645498,Frank,怀柔区 / Huairou,40.37368,116.62171,Private room,719,1,5,0.2,6,333,1
37349142,『尚官壹号』草木露台标准间/龙庆峡/玉渡山/网红天空之镜打卡/KTV/专属管家,281377245,尚官壹号,延庆县 / Yanqing,40.55416,116.03024,Private room,1080,1,0,0.0,10,358,0
37355548,房山黄栌花开10号院 （含下午茶晚餐早餐）,167100064,磊,房山区,39.68726,115.86345,Entire home/apt,6340,1,1,0.17,6,170,1
37365751,复古舒适大床房,281560280,百皕居民宿,延庆县 / Yanqing,40.3666,115.98899,Private room,298,1,0,0.0,4,337,0
37366244,复古家庭房 标准间,281560280,百皕居民宿,延庆县 / Yanqing,40.36549,115.98876,Private room,318,1,0,0.0,4,337,0
37366397,复古大炕房,281560280,百皕居民宿,延庆县 / Yanqing,40.36552,115.99089,Private room,398,1,0,0.0,4,337,0
37366665,复古四人间,281560280,百皕居民宿,延庆县 / Yanqing,40.36468,115.98936,Private room,358,1,0,0.0,4,331,0
37372029,豪华山景双床间（可观慕田峪古长城景）,268711174,山里人家民宿,怀柔区 / Huairou,40.44227,116.58111,Private room,651,1,1,0.04,6,361,0
37372571,望见长城木屋套房,268711174,山里人家民宿,怀柔区 / Huairou,40.44218,116.5796,Private room,2109,1,0,0.0,6,361,0
37373250,山景豪华大床房（可观慕田峪古长城景）,268711174,山里人家民宿,怀柔区 / Huairou,40.44311,116.58099,Private room,651,1,0,0.0,6,361,0
37373455,山景帐篷亲子间,268711174,山里人家民宿,怀柔区 / Huairou,40.44445,116.58113,Private room,937,1,1,0.07,6,359,0
37373640,山景LOFT亲子间,268711174,山里人家民宿,怀柔区 / Huairou,40.44317,116.58012,Private room,937,1,0,0.0,6,361,0
37373836,特价园景三人间（可观慕田峪古长城）,268711174,山里人家民宿,怀柔区 / Huairou,40.44216,116.57901,Private room,551,1,0,0.0,6,360,0
37375501,「阳台山-凤凰岭」泉水山庄民宿-上院/独门独院/地铁北安河站/大觉寺鹫峰等景区,277065592,洋洋,海淀区,40.06882,116.10302,Private room,1800,1,3,0.12,5,147,0
37376354,古北水镇春涧～伴云居亲子叠墅,274469413,春涧-伴山居,密云县 / Miyun,40.65263,117.27067,Entire home/apt,2308,1,5,0.42,1,363,4
37383659,【花筑】怀柔|红螺寺景区内|元熙舍|特色日料|汗蒸|自驾免费停车|高端品质|团建轰趴首选|寄松家庭房,206645498,Frank,怀柔区 / Huairou,40.37306,116.62057,Private room,955,1,2,0.98,6,332,2
37392393,银河谷 瀛和-倚山居 亲子避暑 五居别墅,213879296,于尚廷,怀柔区 / Huairou,40.73372,116.62847,Entire home/apt,3854,1,0,0.0,1,362,0
37404092,怀柔近青龙峡雁栖湖｜人生果实Life is Fruity度假民宿｜ 7间卧室可住18人｜超大院落,279612836,明,怀柔区 / Huairou,40.44657,116.70032,Private room,6469,1,5,0.22,8,172,2
37404321,老杨客栈 灵山龙门涧大床房,281980001,客栈,门头沟区 / Mentougou,39.94518,115.61991,Private room,280,1,0,0.0,5,365,0
37415277,【花筑】 保定野三坡|景区游玩|聚会|休闲娱乐|自驾|悦栈|烧烤|早餐|露台亲子房,80182465,术静,房山区,39.65522,115.54618,Private room,1168,1,0,0.0,1,364,0
37415942,古北水镇「奈良印象」叠墅（5分钟步行至景区）,144684882,PeiyingLau,密云县 / Miyun,40.6487,117.27184,Entire home/apt,2569,1,44,1.68,4,89,22
37417936,【水镇•开心果】简美观景亲子度假两居庭院,251941487,Kally,密云县 / Miyun,40.64842,117.27014,Entire home/apt,1153,1,1,0.07,1,59,0
37435854,"柳舍
五星级民宿
全国重点旅游村
最美丽乡村",260175771,亚轩,顺义区 / Shunyi,40.19554919681223,116.87519250654742,Entire home/apt,3454,1,18,0.7,1,176,6
37440203,缘居精品民宿,282313816,缘居,密云县 / Miyun,40.62182,117.26632,Entire home/apt,3171,1,4,0.15,1,361,2
37448518,"山楂小院1号院世园会，永宁古城，百里山水画廊,水长城,四季花海 青山园 带早餐 晚餐  免费停车",167100064,磊,延庆县 / Yanqing,40.56602,116.28439,Entire home/apt,3911,1,1,0.14,6,173,1
37448538,"超近古北水镇民宿
4公里
可以安排景区住宿的接送服务",240536319,小伟,密云县 / Miyun,40.64588,117.26871,Private room,358,1,4,0.16,2,338,1
37449413,"山楂小院2号院世园会，永宁古城，百里山水画廊,水长城,四季花海 青山园 带早餐 晚餐  免费停车",167100064,磊,延庆县 / Yanqing,40.56736,116.2862,Entire home/apt,2983,1,0,0.0,6,175,0
37459432,肆舍·德吉的家 藏火锅 四季花海 百里画廊 一居大开间,168983864,枫,延庆县 / Yanqing,40.57049,116.34025,Entire home/apt,984,1,1,0.04,5,360,0
37459980,1蟒山脚下、军都山滑雪场、十三陵水库、乐多港、燕子湖儿童游乐场等玩遍昌平都方便的民宿私汤小院大床房,281049328,钍晶晶,昌平区,40.24087,116.28347,Private room,588,1,6,0.26,11,316,1
37463055,Flexible Long-Lease | Suite Apartment at Sanlitun,263792767,Stey,朝阳区 / Chaoyang,39.93338,116.46031,Entire home/apt,1225,1,45,1.77,2,92,21
37464755,北京白河湾又见炊烟·墨白景观院,282634404,振溟,怀柔区 / Huairou,40.65368,116.68141,Entire home/apt,4513,1,0,0.0,4,356,0
37464765,北京白河湾又见炊烟·竹谈精致小院,282634404,振溟,怀柔区 / Huairou,40.65368,116.6816,Entire home/apt,2785,1,1,0.11,4,356,1
37471562,延庆大隐于世小镇·互舍  世园会野鸭湖玉渡山日式阁楼风,171918245,大隐于世,延庆县 / Yanqing,40.45608,115.84612,Entire home/apt,4242,1,0,0.0,10,232,0
37483057,龙庆峡/玉渡山极简风独栋民宿,282771631,独钓寒江雪,延庆县 / Yanqing,40.54346,116.01994,Entire home/apt,3466,1,0,0.0,1,87,0
37501868,怀柔近青龙峡雁栖湖｜人生果实Life is Fruity度假民宿｜木芽｜落地窗榻榻米简约风,279612836,明,怀柔区 / Huairou,40.44447,116.70476,Private room,459,1,8,0.32,8,159,3
37502768,怀柔近青龙峡雁栖湖｜人生果实Life is Fruity度假民宿｜朝露｜温馨双人床房｜大落地窗,279612836,明,怀柔区 / Huairou,40.44479,116.70412,Private room,459,1,11,0.44,8,158,1
37503733,怀柔近青龙峡雁栖湖红螺寺｜人生果实Life is Fruity度假民宿｜岩清水｜标间简约风有庭院,279612836,明,怀柔区 / Huairou,40.44394,116.70483,Private room,459,1,5,0.2,8,157,1
37505563,怀柔近青龙峡雁栖湖｜人生果实Life is Fruity度假民宿｜风无迹｜双床可住三人｜超大房间,279612836,明,怀柔区 / Huairou,40.44414,116.70296,Private room,723,1,2,0.08,8,159,1
37507481,怀柔近青龙峡雁栖湖｜人生果实Life is Fruity度假民宿｜夕凉｜住三人｜高清投影超大空间,279612836,明,怀柔区 / Huairou,40.44286,116.70302,Private room,723,1,2,0.22,8,159,2
37511960,怀柔近青龙峡雁栖湖｜人生果实Life is Fruity度假民宿｜山若叶｜可住四人｜有院落简约,279612836,明,怀柔区 / Huairou,40.44299,116.70288,Private room,939,1,0,0.0,8,159,0
37512813,怀柔近青龙峡雁栖湖｜人生果实Life is Fruity度假民宿｜樱吹雪｜亲子房｜超大落地窗简约,279612836,明,怀柔区 / Huairou,40.44426,116.70272,Private room,567,1,3,0.23,8,158,1
37515165,世园民宿，紧邻滑雪场！配备ktv，停车方便，可做饭，欢迎前来居住,282622273,国强,延庆县 / Yanqing,40.4036,115.92073,Entire home/apt,2403,1,10,0.38,2,360,2
37537557,古北水镇长城脚下伴山墅-温馨2室2卫大厅阳光大床房,283452669,巴旦木,密云县 / Miyun,40.65927,117.26876,Entire home/apt,1109,1,2,0.12,1,363,0
37539388,杜仙阁 百花山脚下 山景房 同学聚会 画友写生  亲子游玩,274368435,雅倩,门头沟区 / Mentougou,39.89343,115.5594,Private room,260,1,0,0.0,1,338,0
37541465,闲人小院四室两厅可做饭可到自家果园采摘,283544848,闲人,昌平区,40.33567,116.29379,Entire home/apt,1680,1,2,0.08,1,87,0
37544495,延庆大隐于世小镇8号院 世园会玉渡山野鸭湖古崖居,171918245,大隐于世,延庆县 / Yanqing,40.45591,115.84736,Entire home/apt,6942,1,1,0.04,10,228,0
37552288,【花筑】13-18人入住|龙庆峡|玉渡山|万达广场|自养家鸡|餐食定制|免费停车|整院包栋,283623591,晗霏舍民宿,延庆县 / Yanqing,40.48929,115.96724,Entire home/apt,4220,1,1,0.04,6,348,0
37561612,侃谱小院北1大床房,137056552,老腊,昌平区,40.22919,116.45929,Private room,569,1,12,0.49,7,171,4
37563216,侃谱小院西1大床房,137056552,老腊,昌平区,40.23112,116.458,Private room,755,1,1,0.08,7,171,0
37563279,侃谱小院北2中式套房,137056552,老腊,昌平区,40.21966,116.23194,Private room,941,1,0,0.0,7,172,0
37568942,西山下,168025924,无,门头沟区 / Mentougou,39.9289,115.51932,Entire home/apt,4231,1,1,0.04,2,357,0
37570251,西山下之四合院,168025924,无,门头沟区 / Mentougou,39.9275,115.52148,Entire home/apt,4969,1,0,0.0,2,361,0
37589176,古北水镇 司马台长城hello Kitty主题房,283981703,志良,密云县 / Miyun,40.62765,117.26765,Private room,125,1,0,0.0,2,338,0
37589709,古北水镇 司马台长城 榻榻米四人间 绣阁民宿,283981703,志良,密云县 / Miyun,40.6266,117.26739,Private room,188,1,0,0.0,2,338,0
37620523,枝旺红花—青龙峡独栋四合院-标准间，大床房,172493787,太阳花,怀柔区 / Huairou,40.44657,116.70164,Private room,494,1,2,0.09,2,46,0
37641419,飘窗情侣大床房,284415629,十渡时光民宿客栈,房山区,39.62909,115.5923,Private room,239,1,0,0.0,2,179,0
37642095,观景三人间（十渡时光民宿客栈）,284415629,十渡时光民宿客栈,房山区,39.63182,115.59184,Private room,239,1,1,0.04,2,180,0
37647425,延庆旅游度假村/奶奶家的小院，中秋 国庆优惠,284452420,小野,延庆县 / Yanqing,40.46002,115.86682,Entire home/apt,1651,1,1,0.04,1,337,0
37664466,京郊游延庆野鸭湖戏水池儿童乐园大隐于世【合宿5号】民宿小院,265106404,大隐于世-合宿,延庆县 / Yanqing,40.547829,116.20002,Entire home/apt,6142,1,1,0.52,6,34,1
37691850,世园会&S2线 亲民独栋小院,284889470,源,延庆县 / Yanqing,40.42945,115.98101,Entire home/apt,988,1,1,0.04,1,337,0
37692573,芷兰雅聚轻奢民宿（别墅）,284895881,刘胜杰,延庆县 / Yanqing,40.49866,115.8932,Entire home/apt,7551,1,1,0.75,1,176,1
37693584,延庆民宿独门独院家庭朋友聚会《文居凤苑》，世园会，龙庆峡，永宁古城，百里画廊，四季花海,284743768,文居凤苑,延庆县 / Yanqing,40.56238,116.24115,Entire home/apt,3347,1,0,0.0,1,174,0
37695130,北京云台客栈近居庸关长城、花海栈道、水关长城、十三陵、八达岭长城&奥莱，开车30分钟，家庭房，麻将机,275943636,春海,昌平区,40.28008,116.08458,Entire home/apt,410,1,5,0.19,1,354,3
37696071,朋悦来农家院标间,282628649,玉霞,怀柔区 / Huairou,40.42736,116.55773,Private room,359,1,1,0.17,5,364,1
37699270,最美乡村柳沟80号豆香园农家院,284939324,晓清,延庆县 / Yanqing,40.44676,116.09859,Entire home/apt,838,1,5,0.2,2,80,2
37700469,柳沟80号农家院,284939324,晓清,延庆县 / Yanqing,40.4503,116.09576,Entire home/apt,824,1,1,0.77,2,163,1
37706652,白河湾【暖舍】简约北欧风亲子小院 可聚会 烧烤,126045196,娟子,怀柔区 / Huairou,40.65613,116.70213,Entire home/apt,2354,1,5,0.2,2,24,3
37709089,水长城精品民宿「吾己」,282415996,明珠,怀柔区 / Huairou,40.41249,116.33537,Private room,947,1,3,0.12,5,84,1
37729016,咏莲人家.慢生活/独立小院整洁温馨舒适游延庆享冰雪,284912287,永利,延庆县 / Yanqing,40.45406,116.00112,Entire home/apt,2207,1,21,0.81,1,86,6
37729425,芦庐宿之田仙峪文艺小院,196944355,艺,怀柔区 / Huairou,40.43094,116.53758,Entire home/apt,5888,1,1,0.53,5,359,1
37730695,芦庐宿之田仙峪文艺小院大床房,196944355,艺,怀柔区 / Huairou,40.4343,116.54334,Entire home/apt,888,1,0,0.0,5,352,0
37730867,芦庐宿之田仙峪文艺小院双床房,196944355,艺,怀柔区 / Huairou,40.43423,116.54574,Entire home/apt,688,1,0,0.0,5,352,0
37732163,朋悦来农家院双人房,282628649,玉霞,怀柔区 / Huairou,40.42689,116.55626,Private room,394,1,1,0.2,5,364,1
37732368,朋悦来农家院乡村大炕房,282628649,玉霞,怀柔区 / Huairou,40.42507,116.55789,Private room,491,1,1,0.04,5,363,0
37733368,朋悦来农家院三口之家,282628649,玉霞,怀柔区 / Huairou,40.42517,116.55627,Private room,394,1,0,0.0,5,362,0
37733466,朋悦来农家院三口之家,282628649,玉霞,怀柔区 / Huairou,40.42506,116.55643,Private room,394,1,1,0.17,5,362,1
37749910,京郊金海湖畔归园田居民宿,143876397,王彤,平谷区 / Pinggu,40.16158,117.26384,Entire home/apt,1600,1,3,0.12,1,63,0
37760246,八达岭长城世园会杏花源山庄豪华家庭房，可住三个成人,282662220,伟,延庆县 / Yanqing,40.3844,115.96029,Private room,248,1,2,0.08,1,341,0
37763771,世园会延庆五居设备齐全全新小院,283642947,琳,延庆县 / Yanqing,40.41401,116.00231,Entire home/apt,1003,1,8,0.31,1,170,4
37785419,三进院民宿-春 北京延庆八达岭长城世园会野鸭湖玉渡山团建聚会提供免费早餐,285545503,莹,延庆县 / Yanqing,40.49678,116.0208,Private room,523,1,0,0.0,21,348,0
37786734,三进院民宿-暖  八达岭长城世园会野鸭湖玉渡山团建聚会提供免费早餐,285545503,莹,延庆县 / Yanqing,40.49667,116.02053,Private room,523,1,1,0.04,21,348,0
37786980,三进院民宿-花 八达岭长城世园会野鸭湖玉渡山团建聚会提供免费早餐,285545503,莹,延庆县 / Yanqing,40.49725,116.01998,Private room,523,1,0,0.0,21,348,0
37787263,三进院民宿-芳菲 八达岭长城世园会野鸭湖玉渡山团建聚会提供免费早餐,285545503,莹,延庆县 / Yanqing,40.49554,116.01966,Private room,523,1,0,0.0,21,348,0
37789939,三进院民宿-塞上风 八达岭长城世园会野鸭湖玉渡山团建聚会提供免费早餐,285545503,莹,延庆县 / Yanqing,40.49483,116.01997,Private room,723,1,0,0.0,21,347,0
37790485,三进院民宿-美人睡 八达岭长城世园会野鸭湖玉渡山团建聚会提供免费早餐,285545503,莹,延庆县 / Yanqing,40.4951,116.02141,Private room,723,1,0,0.0,21,347,0
37790643,三进院民宿-秋 八达岭长城世园会野鸭湖团建聚会提供免费早餐,285545503,莹,延庆县 / Yanqing,40.49547,116.01982,Private room,523,1,0,0.0,21,348,0
37790980,三进院民宿-爽 八达岭长城世园会野鸭湖团建聚会提供免费早餐,285545503,莹,延庆县 / Yanqing,40.49492,116.02116,Private room,523,1,0,0.0,21,348,0
37791113,三进院民宿-彩叶 八达岭长城世园会野鸭湖团建聚会提供免费早餐,285545503,莹,延庆县 / Yanqing,40.49487,116.01943,Private room,523,1,0,0.0,21,348,0
